question_id,parsed_result_answer,prompt,desc_id,given_info,question,answer,meta,reasoning,model_id,background,rung,n_edges,n_vars,simpson,anticommonsense,nonsense,has_anticommonsense
20824,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on zuph. Zuph has a direct effect on xevu.
        


For those who are not rixq, the probability of xevu is 22%. For those who are rixq, the probability of xevu is 16%.



Does rixq negatively affect xevu through zuph?",nonsense0-chain-nie-model2228-spec8-q1,"For those who are not rixq, the probability of xevu is 22%. For those who are rixq, the probability of xevu is 16%.",Does rixq negatively affect xevu through zuph?,yes,"{'story_id': 'nonsense0', 'graph_id': 'chain', 'mediators': ['V2'], 'polarity': False, 'groundtruth': -0.0543187851, 'query_type': 'nie', 'rung': 3, 'formal_form': 'E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]', 'given_info': {'p(Y | X)': [0.2164783533, 0.1621595681]}, 'estimand': 'P(Y=1|X=1) - P(Y=1|X=0)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 2228}","{'step0': 'Let X = rixq; V2 = zuph; Y = xevu.', 'step1': 'X->V2,V2->Y', 'step2': 'E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]', 'step3': 'P(Y=1|X=1) - P(Y=1|X=0)', 'step4': 'P(Y=1 | X=0) = 0.22\nP(Y=1 | X=1) = 0.16', 'step5': '0.16 - 0.22 = -0.05', 'end': '-0.05 < 0'}",2228,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on zuph. Zuph has a direct effect on xevu.",3,2,3,,,1.0,False
21178,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on swoy and rixq. Rixq has a direct effect on xevu. Swoy has a direct effect on xevu.
        


For those who are not zuph and are not rixq, the probability of xevu is 90%. For those who are not zuph and are rixq, the probability of xevu is 41%. For those who are zuph and are not rixq, the probability of xevu is 79%. For those who are zuph and are rixq, the probability of xevu is 35%. The overall probability of zuph is 99%.



Will rixq increase the chance of xevu?",nonsense0-diamondcut-ate-model2306-spec6-q0,"For those who are not zuph and are not rixq, the probability of xevu is 90%. For those who are not zuph and are rixq, the probability of xevu is 41%. For those who are zuph and are not rixq, the probability of xevu is 79%. For those who are zuph and are rixq, the probability of xevu is 35%. The overall probability of zuph is 99%.",Will rixq increase the chance of xevu?,no,"{'story_id': 'nonsense0', 'graph_id': 'diamondcut', 'treated': True, 'result': True, 'polarity': True, 'groundtruth': -0.4330828344, 'query_type': 'ate', 'rung': 2, 'formal_form': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'given_info': {'p(Y | V1, X)': [[0.9015901241000001, 0.412669795], [0.7862437465000001, 0.35364006330000003]], 'p(V1)': [0.9914918371]}, 'estimand': '\\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 2306}","{'step0': 'Let V1 = zuph; V3 = swoy; X = rixq; Y = xevu.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'step3': '\\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]', 'step4': 'P(Y=1 | V1=0, X=0) = 0.90\nP(Y=1 | V1=0, X=1) = 0.41\nP(Y=1 | V1=1, X=0) = 0.79\nP(Y=1 | V1=1, X=1) = 0.35\nP(V1=1) = 0.99', 'step5': '0.01 * (0.41 - 0.90) 0.99 * (0.35 - 0.79) = -0.43', 'end': '-0.43 < 0'}",2306,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on swoy and rixq. Rixq has a direct effect on xevu. Swoy has a direct effect on xevu.",2,4,4,,,1.0,False
12201,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drinking coffee and salary. Proximity to a college has a direct effect on drinking coffee. Drinking coffee has a direct effect on salary. Unobserved confounders is unobserved.
        


Method 1: We look directly at how drinking coffee correlates with salary in general. Method 2: We look at this correlation case by case according to unobserved confounders.



To understand how drinking coffee affects salary, is it more correct to use the Method 1 than Method 2?",college_wage-IV-backadj-model1531-spec1-q0,Method 1: We look directly at how drinking coffee correlates with salary in general. Method 2: We look at this correlation case by case according to unobserved confounders.,"To understand how drinking coffee affects salary, is it more correct to use the Method 1 than Method 2?",no,"{'story_id': 'college_wage', 'graph_id': 'IV', 'flipped': True, 'polarity': True, 'groundtruth': ['V1'], 'bad_candidate_set': [], 'given_info': [[], ['V1']], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 1531}",,1531,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drinking coffee and salary. Proximity to a college has a direct effect on drinking coffee. Drinking coffee has a direct effect on salary. Unobserved confounders is unobserved.",2,4,4,,"{'variable': 'X', 'change': 'drinks coffee'}",,True
29515,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on zory and zuph. Zuph has a direct effect on glimx. Zory has a direct effect on glimx.
        


The overall probability of zuph is 55%. The probability of not zuph and glimx is 16%. The probability of zuph and glimx is 8%.



Is the chance of glimx smaller when observing zuph?",nonsense9-diamondcut-correlation-model7047-spec3-q1,The overall probability of zuph is 55%. The probability of not zuph and glimx is 16%. The probability of zuph and glimx is 8%.,Is the chance of glimx smaller when observing zuph?,yes,"{'story_id': 'nonsense9', 'graph_id': 'diamondcut', 'given_info': {'P(X=1)': 0.5497570569, 'P(Y=1, X=0)': 0.1581124714, 'P(Y=1, X=1)': 0.0839086773}, 'treated': True, 'polarity': False, 'groundtruth': -0.1985428096, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 7047}","{'step0': 'Let V1 = jyka; V3 = zory; X = zuph; Y = glimx.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.55\nP(Y=1, X=0=1) = 0.16\nP(Y=1, X=1=1) = 0.08', 'step5': '0.08/0.55 - 0.16/0.45 = -0.20', 'end': '-0.20 < 0'}",7047,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on zory and zuph. Zuph has a direct effect on glimx. Zory has a direct effect on glimx.",1,4,4,,,1.0,False
27054,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax and lirg. Hwax has a direct effect on lirg.
        


The overall probability of jyka is 33%. For those who are not jyka, the probability of lirg is 21%. For those who are jyka, the probability of lirg is 81%.



Is lirg more likely than not lirg overall?",nonsense4-mediation-marginal-model6496-spec2-q0,"The overall probability of jyka is 33%. For those who are not jyka, the probability of lirg is 21%. For those who are jyka, the probability of lirg is 81%.",Is lirg more likely than not lirg overall?,no,"{'story_id': 'nonsense4', 'graph_id': 'mediation', 'given_info': {'P(X)': 0.32772499580000003, 'P(Y | X)': [0.2099034442, 0.8122176842000001]}, 'treated': True, 'polarity': True, 'groundtruth': 0.3849484083, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 6496}","{'step0': 'Let X = jyka; V2 = hwax; Y = lirg.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.33\nP(Y=1 | X=0) = 0.21\nP(Y=1 | X=1) = 0.81', 'step5': '0.33*0.81 - 0.67*0.21 = 0.38', 'end': '0.38 > 0'}",6496,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax and lirg. Hwax has a direct effect on lirg.",1,3,3,,,1.0,False
22200,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gwet has a direct effect on yomx and xevu. Yomx has a direct effect on xevu.
        


For those who are not gwet and are not yomx, the probability of xevu is 78%. For those who are not gwet and are yomx, the probability of xevu is 92%. For those who are gwet and are not yomx, the probability of xevu is 39%. For those who are gwet and are yomx, the probability of xevu is 48%. The overall probability of gwet is 45%.



For those who are yomx, would it be more likely to see xevu if the individual was not yomx?",nonsense3-confounding-ett-model2542-spec2-q0,"For those who are not gwet and are not yomx, the probability of xevu is 78%. For those who are not gwet and are yomx, the probability of xevu is 92%. For those who are gwet and are not yomx, the probability of xevu is 39%. For those who are gwet and are yomx, the probability of xevu is 48%. The overall probability of gwet is 45%.","For those who are yomx, would it be more likely to see xevu if the individual was not yomx?",no,"{'story_id': 'nonsense3', 'graph_id': 'confounding', 'treated': True, 'result': True, 'polarity': True, 'groundtruth': 0.1165557457, 'query_type': 'ett', 'rung': 3, 'formal_form': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'given_info': {'p(Y | V1, X)': [[0.7794392666000001, 0.9150419629000001], [0.392264057, 0.4804233251]], 'p(V1)': [0.4450776481]}, 'estimand': '\\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 2542}","{'step0': 'Let V1 = gwet; X = yomx; Y = xevu.', 'step1': 'V1->X,V1->Y,X->Y', 'step2': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'step3': '\\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]', 'step4': 'P(Y=1 | V1=0, X=0) = 0.78\nP(Y=1 | V1=0, X=1) = 0.92\nP(Y=1 | V1=1, X=0) = 0.39\nP(Y=1 | V1=1, X=1) = 0.48\nP(V1=1) = 0.45', 'step5': '0.55 * (0.92 - 0.78) + 0.45 * (0.48 - 0.39) = 0.12', 'end': '0.12 > 0'}",2542,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gwet has a direct effect on yomx and xevu. Yomx has a direct effect on xevu.",3,3,3,,,1.0,False
20519,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on treatment and lip thickness. Treatment has a direct effect on lip thickness.
        


We know that large kidney stone causes receives no treatment. large kidney stone or receives treatment causes thick lips. We observed the patient has a small kidney stone.



Would the patient has thin lips if receives treatment instead of receives no treatment?",simpson_kidneystone-confounding-det-counterfactual-model3452-spec0-q3,We know that large kidney stone causes receives no treatment. large kidney stone or receives treatment causes thick lips. We observed the patient has a small kidney stone.,Would the patient has thin lips if receives treatment instead of receives no treatment?,no,"{'story_id': 'simpson_kidneystone', 'graph_id': 'confounding', 'given_info': {'V1': 0}, 'formal_form': 'Y_{X=1} = 0 | V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3452}","{'step0': 'Let V1 = kidney stone size; X = treatment; Y = lip thickness.', 'step1': 'V1->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 0\nX = not V1\nY = V1 or X', 'step5': 'Y = 1 = 0 or 1', 'end': '0'}",3452,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on treatment and lip thickness. Treatment has a direct effect on lip thickness.",3,3,3,1.0,"{'variable': 'Y', 'change': 'lip thickness'}",,True
29701,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on swoy and rixq. Rixq has a direct effect on xevu. Swoy has a direct effect on xevu.
        


We know that zuph causes not rixq and swoy. rixq and swoy causes xevu. We observed an individual is not zuph.



Would an individual is not xevu if not rixq instead of rixq?",nonsense0-diamondcut-det-counterfactual-model3515-spec1-q1,We know that zuph causes not rixq and swoy. rixq and swoy causes xevu. We observed an individual is not zuph.,Would an individual is not xevu if not rixq instead of rixq?,yes,"{'story_id': 'nonsense0', 'graph_id': 'diamondcut', 'given_info': {'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3515}","{'step0': 'Let V1 = zuph; V3 = swoy; X = rixq; Y = xevu.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 0\nX = V1\nV3 = not X\nY = X and V3', 'step5': 'Y = 0 = 0 and 1', 'end': '1'}",3515,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on swoy and rixq. Rixq has a direct effect on xevu. Swoy has a direct effect on xevu.",3,4,4,,,1.0,False
20032,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Solar eclipse has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school.
        


We know that solar eclipse or heavy traffic causes arriving to school on time. We observed there is heavy traffic on the road.



Would Alice arrives at school on time if solar eclipse instead of no solar eclipse?",getting_late-fork-det-counterfactual-model3372-spec0-q6,We know that solar eclipse or heavy traffic causes arriving to school on time. We observed there is heavy traffic on the road.,Would Alice arrives at school on time if solar eclipse instead of no solar eclipse?,yes,"{'story_id': 'getting_late', 'graph_id': 'fork', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3372}","{'step0': 'Let V2 = traffic; X = solar eclipse; Y = Alice arriving to school.', 'step1': 'X->Y,V2->Y', 'step2': 'Y_{X=1} = 1 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nY = X or V2', 'step5': 'Y = 1 = 1 or 1', 'end': '1'}",3372,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Solar eclipse has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school.",3,2,3,,"{'variable': 'X', 'change': 'solar eclipse'}",,True
3729,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and recovery. Hospital costs has a direct effect on recovery.
        


The overall probability of high hospital bill is 51%. For patients who pay a low hospital bill, the probability of recovery is 67%. For people who pay a high hospital bill, the probability of recovery is 30%.



Is recovery less likely than non-recovery overall?",simpson_hospital-confounding-marginal-model861-spec21-q1,"The overall probability of high hospital bill is 51%. For patients who pay a low hospital bill, the probability of recovery is 67%. For people who pay a high hospital bill, the probability of recovery is 30%.",Is recovery less likely than non-recovery overall?,yes,"{'story_id': 'simpson_hospital', 'graph_id': 'confounding', 'given_info': {'P(X)': 0.5092646106000001, 'P(Y | X)': [0.6707028203000001, 0.2985045704]}, 'treated': True, 'polarity': False, 'groundtruth': 0.48286942060000004, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 861}","{'step0': 'Let V1 = age; X = hospital costs; Y = recovery.', 'step1': 'V1->X,V1->Y,X->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.51\nP(Y=1 | X=0) = 0.67\nP(Y=1 | X=1) = 0.30', 'step5': '0.51*0.30 - 0.49*0.67 = 0.48', 'end': '0.48 > 0'}",861,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and recovery. Hospital costs has a direct effect on recovery.",1,3,3,1.0,,,False
26951,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax. Hwax has a direct effect on lirg.
        


The overall probability of jyka is 77%. The probability of not jyka and lirg is 12%. The probability of jyka and lirg is 53%.



Is the chance of lirg larger when observing jyka?",nonsense4-chain-correlation-model6469-spec5-q0,The overall probability of jyka is 77%. The probability of not jyka and lirg is 12%. The probability of jyka and lirg is 53%.,Is the chance of lirg larger when observing jyka?,yes,"{'story_id': 'nonsense4', 'graph_id': 'chain', 'given_info': {'P(X=1)': 0.7667937016, 'P(Y=1, X=0)': 0.1192185855, 'P(Y=1, X=1)': 0.5336423565}, 'treated': True, 'polarity': True, 'groundtruth': 0.1847248132, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 6469}","{'step0': 'Let X = jyka; V2 = hwax; Y = lirg.', 'step1': 'X->V2,V2->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.77\nP(Y=1, X=0=1) = 0.12\nP(Y=1, X=1=1) = 0.53', 'step5': '0.53/0.77 - 0.12/0.23 = 0.18', 'end': '0.18 > 0'}",6469,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax. Hwax has a direct effect on lirg.",1,2,3,,,1.0,False
24368,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax. Rukz has a direct effect on hwax.
        


The overall probability of pexu is 88%. For those who are not pexu, the probability of rukz is 67%. For those who are pexu, the probability of rukz is 67%.



Is rukz less likely than not rukz overall?",nonsense8-collision-marginal-model3035-spec5-q1,"The overall probability of pexu is 88%. For those who are not pexu, the probability of rukz is 67%. For those who are pexu, the probability of rukz is 67%.",Is rukz less likely than not rukz overall?,no,"{'story_id': 'nonsense8', 'graph_id': 'collision', 'given_info': {'P(X)': 0.8790741107000001, 'P(Y | X)': [0.6684843342, 0.6684843342]}, 'treated': True, 'polarity': False, 'groundtruth': 0.6684843342, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 3035}","{'step0': 'Let Y = rukz; X = pexu; V3 = hwax.', 'step1': 'X->V3,Y->V3', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.88\nP(Y=1 | X=0) = 0.67\nP(Y=1 | X=1) = 0.67', 'step5': '0.88*0.67 - 0.12*0.67 = 0.67', 'end': '0.67 > 0'}",3035,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax. Rukz has a direct effect on hwax.",1,2,3,,,1.0,False
2890,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved.
        


Method 1: We look directly at how parents' intelligence correlates with child's intelligence in general. Method 2: We look at this correlation case by case according to parents' social status.



To understand how parents' intelligence affects child's intelligence, is it more correct to use the Method 1 than Method 2?",nature_vs_nurture-arrowhead-backadj-model671-spec11-q1,Method 1: We look directly at how parents' intelligence correlates with child's intelligence in general. Method 2: We look at this correlation case by case according to parents' social status.,"To understand how parents' intelligence affects child's intelligence, is it more correct to use the Method 1 than Method 2?",yes,"{'story_id': 'nature_vs_nurture', 'graph_id': 'arrowhead', 'flipped': False, 'polarity': True, 'groundtruth': [], 'bad_candidate_set': ['V3'], 'given_info': [[], ['V3']], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 671}",,671,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved.",2,5,4,,,,False
29725,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on xevu. Zuph has a direct effect on xevu.
        


We know that rixq and zuph causes xevu. We observed an individual is zuph.



Would an individual is not xevu if not rixq instead of rixq?",nonsense0-fork-det-counterfactual-model3519-spec1-q5,We know that rixq and zuph causes xevu. We observed an individual is zuph.,Would an individual is not xevu if not rixq instead of rixq?,yes,"{'story_id': 'nonsense0', 'graph_id': 'fork', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3519}","{'step0': 'Let V2 = zuph; X = rixq; Y = xevu.', 'step1': 'X->Y,V2->Y', 'step2': 'Y_{X=0} = 0 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nY = X and V2', 'step5': 'Y = 0 = 0 and 1', 'end': '1'}",3519,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on xevu. Zuph has a direct effect on xevu.",3,2,3,,,1.0,False
1668,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved.
        


For patients not assigned the drug treatment, the probability of low cholesterol is 63%. For patients assigned the drug treatment, the probability of low cholesterol is 79%. For patients not assigned the drug treatment, the probability of taking of all assigned drugs is 25%. For patients assigned the drug treatment, the probability of taking of all assigned drugs is 66%.



Will taking of all assigned drugs decrease the chance of low cholesterol?",cholesterol-IV-ate-model388-spec28-q1,"For patients not assigned the drug treatment, the probability of low cholesterol is 63%. For patients assigned the drug treatment, the probability of low cholesterol is 79%. For patients not assigned the drug treatment, the probability of taking of all assigned drugs is 25%. For patients assigned the drug treatment, the probability of taking of all assigned drugs is 66%.",Will taking of all assigned drugs decrease the chance of low cholesterol?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'treated': True, 'result': True, 'polarity': False, 'groundtruth': 0.3849097951, 'query_type': 'ate', 'rung': 2, 'formal_form': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'given_info': {'p(Y | V2)': [0.6321124792, 0.7900302743000001], 'p(X | V2)': [0.25469399930000003, 0.6649662165]}, 'estimand': '[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 388}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'step3': '[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]', 'step4': 'P(Y=1 | V2=0) = 0.63\nP(Y=1 | V2=1) = 0.79\nP(X=1 | V2=0) = 0.25\nP(X=1 | V2=1) = 0.66', 'step5': '(0.79 - 0.63) / (0.66 - 0.25) = 0.38', 'end': '0.38 > 0'}",388,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved.",2,4,4,,,,False
9726,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved.
        


We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.



Would the patient has low cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?",cholesterol-IV-det-counterfactual-model3259-spec1-q2,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.,Would the patient has low cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=1} = 1 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3259}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 1', 'end': '0'}",3259,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved.",3,4,4,,,,False
